ts_code,name,category,item,status,evidence,gap
600016.SH,民生银行,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
600016.SH,民生银行,流动性,高投资项目对低成本资金的依赖,不适用,银行PB/ROE模型不以工业项目资本开支为主锚,资金成本改由净息差核验
600016.SH,民生银行,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
600016.SH,民生银行,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
600016.SH,民生银行,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
600016.SH,民生银行,流动性,主线增量资金,证据不足,个股20日资金分档净额0.75亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
600016.SH,民生银行,流动性,融资余额增速,有利,融资余额约40日变化-3.4%，未见快速杠杆扩张,不代表无其他杠杆
600016.SH,民生银行,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
600016.SH,民生银行,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
600016.SH,民生银行,流动性,龙头表现,证据不足,个股20日回报4.3%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
600016.SH,民生银行,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
600016.SH,民生银行,流动性,获利资金与回调承接,有利,20日资金分档净额0.75亿元、股价回报4.3%,资金分档不等于真实主体
600016.SH,民生银行,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
600016.SH,民生银行,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
600016.SH,民生银行,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
600016.SH,民生银行,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
600016.SH,民生银行,预期,财报披露节点,证据不足,2026H1扣非同比缺失,补法定半年报
600016.SH,民生银行,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比3.8%、扣非同比未获取到，但订单口径未取得,补订单、合同负债和交付
600016.SH,民生银行,预期,利润与现金流的一致性,不适用,银行经营现金流不能按一般企业利润转换解释,改用资本生成和资产质量
600016.SH,民生银行,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
600016.SH,民生银行,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
600015.SH,华夏银行,基本面,资本开支规模,不适用,银行扩张主要通过信贷和金融资产，不以工业资本开支衡量,改用风险加权资产增速与资本消耗；本批未取得
600015.SH,华夏银行,基本面,经营现金流,不适用,银行经营现金流受存贷款和同业科目波动主导,改用息差、资产质量和资本生成能力；本批未取得
600015.SH,华夏银行,基本面,自由现金流,不适用,一般企业FCF代理不适用于银行,需建立银行剩余收益/股息能力模型
600015.SH,华夏银行,基本面,投资资金来源,不适用,存款、同业和资本是银行经营资金来源,需补存款稳定性、同业依赖和资本充足率
600015.SH,华夏银行,基本面,融资停止后的可持续性,证据不足,PB/ROE估值未使用工业企业净现金,缺资本充足率、流动性覆盖率和再融资计划
600015.SH,华夏银行,基本面,原材料与中间品成本,不适用,银行主要投入成本是资金成本而非原材料,净息差和存款成本未获取
600015.SH,华夏银行,基本面,定价权与成本转嫁,证据不足,未取得贷款定价、存款成本与净息差,需按银行披露补齐
600015.SH,华夏银行,基本面,营收向利润的转化,证据不足,缺收入或扣非利润同比,补2025H1与2026H1同口径数据
600015.SH,华夏银行,基本面,利润向自由现金流的转化,不适用,一般企业FCF转换率不适用于银行,改用资本生成和可分配利润
600015.SH,华夏银行,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
600015.SH,华夏银行,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
600015.SH,华夏银行,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
600015.SH,华夏银行,流动性,高投资项目对低成本资金的依赖,不适用,银行PB/ROE模型不以工业项目资本开支为主锚,资金成本改由净息差核验
600015.SH,华夏银行,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
600015.SH,华夏银行,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
600015.SH,华夏银行,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
600015.SH,华夏银行,流动性,主线增量资金,证据不足,个股20日资金分档净额-0.11亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
600015.SH,华夏银行,流动性,融资余额增速,有利,融资余额约40日变化1.1%，未见快速杠杆扩张,不代表无其他杠杆
600015.SH,华夏银行,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
600015.SH,华夏银行,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
600015.SH,华夏银行,流动性,龙头表现,证据不足,个股20日回报-5.1%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
600015.SH,华夏银行,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
600015.SH,华夏银行,流动性,获利资金与回调承接,当期恶化，持续性待确认,20日资金分档净额-0.11亿元、股价回报-5.1%,需反弹窗口验证承接是否持续不足
600015.SH,华夏银行,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
600015.SH,华夏银行,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
600015.SH,华夏银行,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
600015.SH,华夏银行,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
600015.SH,华夏银行,预期,财报披露节点,证据不足,2026H1扣非同比缺失,补法定半年报
600015.SH,华夏银行,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比12.7%、扣非同比未获取到，但订单口径未取得,补订单、合同负债和交付
600015.SH,华夏银行,预期,利润与现金流的一致性,不适用,银行经营现金流不能按一般企业利润转换解释,改用资本生成和资产质量
600015.SH,华夏银行,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
600015.SH,华夏银行,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
002032.SZ,苏泊尔,基本面,资本开支规模,有利,2026H1 CFO4.84亿元覆盖资本开支0.77亿元,仍需验证在建项目回报
002032.SZ,苏泊尔,基本面,经营现金流,有利,2026H1 CFO4.84亿元，同比-5.5%,继续与利润转化交叉核验
002032.SZ,苏泊尔,基本面,自由现金流,有利,2026H1 FCF代理4.07亿元,代理未调整租赁和非现金投资
002032.SZ,苏泊尔,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
002032.SZ,苏泊尔,基本面,融资停止后的可持续性,有利,严格净现金1.83亿元且2026H1 CFO为正,仍需核验受限资金和到期债务
002032.SZ,苏泊尔,基本面,原材料与中间品成本,有利,2026H1毛利率同比变化+0.63个百分点，未见明显成本吞噬,仍缺分部采购价格
002032.SZ,苏泊尔,基本面,定价权与成本转嫁,证据不足,毛利率变化不足以识别价格与成本转嫁机制,补产品价格和单位成本
002032.SZ,苏泊尔,基本面,营收向利润的转化,有利,2026H1收入同比-0.6%、扣非同比-7.4%,仍需分部毛利验证
002032.SZ,苏泊尔,基本面,利润向自由现金流的转化,有利,2026H1归母8.68亿元、FCF代理4.07亿元,FCF代理口径仍有限制
002032.SZ,苏泊尔,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
002032.SZ,苏泊尔,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
002032.SZ,苏泊尔,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
002032.SZ,苏泊尔,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
002032.SZ,苏泊尔,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
002032.SZ,苏泊尔,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
002032.SZ,苏泊尔,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
002032.SZ,苏泊尔,流动性,主线增量资金,证据不足,个股20日资金分档净额-0.14亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
002032.SZ,苏泊尔,流动性,融资余额增速,当期恶化，持续性待确认,融资余额约40日增长29.2%,与估值和成交扩张继续对照
002032.SZ,苏泊尔,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
002032.SZ,苏泊尔,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
002032.SZ,苏泊尔,流动性,龙头表现,证据不足,个股20日回报-6.2%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
002032.SZ,苏泊尔,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
002032.SZ,苏泊尔,流动性,获利资金与回调承接,当期恶化，持续性待确认,20日资金分档净额-0.14亿元、股价回报-6.2%,需反弹窗口验证承接是否持续不足
002032.SZ,苏泊尔,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
002032.SZ,苏泊尔,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
002032.SZ,苏泊尔,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
002032.SZ,苏泊尔,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
002032.SZ,苏泊尔,预期,财报披露节点,当期恶化，持续性待确认,2026H1扣非同比-7.4%、CFO同比-5.5%,Q3验证持续性
002032.SZ,苏泊尔,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比-0.6%、扣非同比-7.4%，但订单口径未取得,补订单、合同负债和交付
002032.SZ,苏泊尔,预期,利润与现金流的一致性,有利,2026H1归母8.68亿元、FCF代理4.07亿元,代理口径有限
002032.SZ,苏泊尔,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
002032.SZ,苏泊尔,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
002007.SZ,华兰生物,基本面,资本开支规模,有利,2026H1 CFO3.43亿元覆盖资本开支0.79亿元,仍需验证在建项目回报
002007.SZ,华兰生物,基本面,经营现金流,有利,2026H1 CFO3.43亿元，同比48.7%,继续与利润转化交叉核验
002007.SZ,华兰生物,基本面,自由现金流,有利,2026H1 FCF代理2.64亿元,代理未调整租赁和非现金投资
002007.SZ,华兰生物,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
002007.SZ,华兰生物,基本面,融资停止后的可持续性,有利,严格净现金5.67亿元且2026H1 CFO为正,仍需核验受限资金和到期债务
002007.SZ,华兰生物,基本面,原材料与中间品成本,当期恶化，持续性待确认,2026H1毛利率同比下降6.38个百分点,需区分原料、价格、产品结构和会计口径
002007.SZ,华兰生物,基本面,定价权与成本转嫁,当期恶化，持续性待确认,毛利率同比下降6.38个百分点,需补价格、销量和成本归因
002007.SZ,华兰生物,基本面,营收向利润的转化,当期恶化，持续性待确认,2026H1收入同比-12.9%、扣非同比-29.4%,H2验证需求与利润率
002007.SZ,华兰生物,基本面,利润向自由现金流的转化,有利,2026H1归母3.83亿元、FCF代理2.64亿元,FCF代理口径仍有限制
002007.SZ,华兰生物,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
002007.SZ,华兰生物,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
002007.SZ,华兰生物,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
002007.SZ,华兰生物,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
002007.SZ,华兰生物,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
002007.SZ,华兰生物,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
002007.SZ,华兰生物,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
002007.SZ,华兰生物,流动性,主线增量资金,证据不足,个股20日资金分档净额0.01亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
002007.SZ,华兰生物,流动性,融资余额增速,有利,融资余额约40日变化-2.8%，未见快速杠杆扩张,不代表无其他杠杆
002007.SZ,华兰生物,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
002007.SZ,华兰生物,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
002007.SZ,华兰生物,流动性,龙头表现,证据不足,个股20日回报0.6%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
002007.SZ,华兰生物,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
002007.SZ,华兰生物,流动性,获利资金与回调承接,有利,20日资金分档净额0.01亿元、股价回报0.6%,资金分档不等于真实主体
002007.SZ,华兰生物,预期,价格隐含的增长年限,当期恶化，持续性待确认,现价高于公允价值上限14.8%,单股深研需拆解隐含增长年限
002007.SZ,华兰生物,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
002007.SZ,华兰生物,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
002007.SZ,华兰生物,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
002007.SZ,华兰生物,预期,财报披露节点,当期恶化，持续性待确认,2026H1扣非同比-29.4%、CFO同比48.7%,Q3验证持续性
002007.SZ,华兰生物,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比-12.9%、扣非同比-29.4%，但订单口径未取得,补订单、合同负债和交付
002007.SZ,华兰生物,预期,利润与现金流的一致性,有利,2026H1归母3.83亿元、FCF代理2.64亿元,代理口径有限
002007.SZ,华兰生物,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
002007.SZ,华兰生物,预期,实际业绩与价格隐含预期,不利信号出现,现价高于上限且2026H1扣非同比-29.4%,需新增利润/ROE兑现支撑
001965.SZ,招商公路,基本面,资本开支规模,有利,2026H1 CFO27.52亿元覆盖资本开支11.83亿元,仍需验证在建项目回报
001965.SZ,招商公路,基本面,经营现金流,有利,2026H1 CFO27.52亿元，同比-5.6%,继续与利润转化交叉核验
001965.SZ,招商公路,基本面,自由现金流,当期恶化，持续性待确认,2026H1 FCF代理15.69亿元，同比-40.1%,H2验证付款时点和回款
001965.SZ,招商公路,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
001965.SZ,招商公路,基本面,融资停止后的可持续性,证据不足,现金缓冲与现金流信号分化,补受限资金、授信和债务期限
001965.SZ,招商公路,基本面,原材料与中间品成本,当期恶化，持续性待确认,2026H1毛利率同比下降9.25个百分点,需区分原料、价格、产品结构和会计口径
001965.SZ,招商公路,基本面,定价权与成本转嫁,当期恶化，持续性待确认,毛利率同比下降9.25个百分点,需补价格、销量和成本归因
001965.SZ,招商公路,基本面,营收向利润的转化,有利,2026H1收入同比26.9%、扣非同比4.0%,仍需分部毛利验证
001965.SZ,招商公路,基本面,利润向自由现金流的转化,有利,2026H1归母26.05亿元、FCF代理15.69亿元,FCF代理口径仍有限制
001965.SZ,招商公路,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
001965.SZ,招商公路,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
001965.SZ,招商公路,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
001965.SZ,招商公路,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
001965.SZ,招商公路,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
001965.SZ,招商公路,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
001965.SZ,招商公路,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
001965.SZ,招商公路,流动性,主线增量资金,证据不足,个股20日资金分档净额0.04亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
001965.SZ,招商公路,流动性,融资余额增速,有利,融资余额约40日变化-7.5%，未见快速杠杆扩张,不代表无其他杠杆
001965.SZ,招商公路,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
001965.SZ,招商公路,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
001965.SZ,招商公路,流动性,龙头表现,证据不足,个股20日回报2.1%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
001965.SZ,招商公路,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
001965.SZ,招商公路,流动性,获利资金与回调承接,有利,20日资金分档净额0.04亿元、股价回报2.1%,资金分档不等于真实主体
001965.SZ,招商公路,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
001965.SZ,招商公路,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
001965.SZ,招商公路,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
001965.SZ,招商公路,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
001965.SZ,招商公路,预期,财报披露节点,有利,2026H1扣非同比4.0%，未与CFO形成明确双弱,仍需Q3验证
001965.SZ,招商公路,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比26.9%、扣非同比4.0%，但订单口径未取得,补订单、合同负债和交付
001965.SZ,招商公路,预期,利润与现金流的一致性,有利,2026H1归母26.05亿元、FCF代理15.69亿元,代理口径有限
001965.SZ,招商公路,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
001965.SZ,招商公路,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
000999.SZ,华润三九,基本面,资本开支规模,有利,2026H1 CFO24.23亿元覆盖资本开支5.19亿元,仍需验证在建项目回报
000999.SZ,华润三九,基本面,经营现金流,有利,2026H1 CFO24.23亿元，同比-15.3%,继续与利润转化交叉核验
000999.SZ,华润三九,基本面,自由现金流,有利,2026H1 FCF代理19.04亿元,代理未调整租赁和非现金投资
000999.SZ,华润三九,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
000999.SZ,华润三九,基本面,融资停止后的可持续性,证据不足,现金缓冲与现金流信号分化,补受限资金、授信和债务期限
000999.SZ,华润三九,基本面,原材料与中间品成本,有利,2026H1毛利率同比变化+3.24个百分点，未见明显成本吞噬,仍缺分部采购价格
000999.SZ,华润三九,基本面,定价权与成本转嫁,有利,毛利率同比提升3.24个百分点，至少未显示当期转嫁恶化,不能仅凭毛利率证明长期定价权
000999.SZ,华润三九,基本面,营收向利润的转化,不利信号出现,2026H1收入同比1.4%但扣非同比-5.9%，出现增收不增利,H2验证利润率是否修复
000999.SZ,华润三九,基本面,利润向自由现金流的转化,有利,2026H1归母16.71亿元、FCF代理19.04亿元,FCF代理口径仍有限制
000999.SZ,华润三九,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
000999.SZ,华润三九,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
000999.SZ,华润三九,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
000999.SZ,华润三九,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
000999.SZ,华润三九,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
000999.SZ,华润三九,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
000999.SZ,华润三九,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
000999.SZ,华润三九,流动性,主线增量资金,证据不足,个股20日资金分档净额-0.07亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
000999.SZ,华润三九,流动性,融资余额增速,有利,融资余额约40日变化-11.1%，未见快速杠杆扩张,不代表无其他杠杆
000999.SZ,华润三九,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
000999.SZ,华润三九,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
000999.SZ,华润三九,流动性,龙头表现,证据不足,个股20日回报-1.1%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
000999.SZ,华润三九,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
000999.SZ,华润三九,流动性,获利资金与回调承接,证据不足,20日价格与资金信号分化或数据缺失,补回调—反弹窗口与大额交易
000999.SZ,华润三九,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
000999.SZ,华润三九,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
000999.SZ,华润三九,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
000999.SZ,华润三九,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
000999.SZ,华润三九,预期,财报披露节点,当期恶化，持续性待确认,2026H1扣非同比-5.9%、CFO同比-15.3%,Q3验证持续性
000999.SZ,华润三九,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比1.4%、扣非同比-5.9%，但订单口径未取得,补订单、合同负债和交付
000999.SZ,华润三九,预期,利润与现金流的一致性,有利,2026H1归母16.71亿元、FCF代理19.04亿元,代理口径有限
000999.SZ,华润三九,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
000999.SZ,华润三九,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
000895.SZ,双汇发展,基本面,资本开支规模,有利,2026H1 CFO16.17亿元覆盖资本开支3.54亿元,仍需验证在建项目回报
000895.SZ,双汇发展,基本面,经营现金流,当期恶化，持续性待确认,2026H1 CFO同比-44.5%,H2验证回款和营运资金
000895.SZ,双汇发展,基本面,自由现金流,当期恶化，持续性待确认,2026H1 FCF代理12.63亿元，同比-47.4%,H2验证付款时点和回款
000895.SZ,双汇发展,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
000895.SZ,双汇发展,基本面,融资停止后的可持续性,证据不足,现金缓冲与现金流信号分化,补受限资金、授信和债务期限
000895.SZ,双汇发展,基本面,原材料与中间品成本,有利,2026H1毛利率同比变化+1.87个百分点，未见明显成本吞噬,仍缺分部采购价格
000895.SZ,双汇发展,基本面,定价权与成本转嫁,有利,毛利率同比提升1.87个百分点，至少未显示当期转嫁恶化,不能仅凭毛利率证明长期定价权
000895.SZ,双汇发展,基本面,营收向利润的转化,有利,2026H1收入同比-1.2%、扣非同比3.2%,仍需分部毛利验证
000895.SZ,双汇发展,基本面,利润向自由现金流的转化,有利,2026H1归母23.06亿元、FCF代理12.63亿元,FCF代理口径仍有限制
000895.SZ,双汇发展,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
000895.SZ,双汇发展,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
000895.SZ,双汇发展,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
000895.SZ,双汇发展,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
000895.SZ,双汇发展,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
000895.SZ,双汇发展,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
